2008-01-13,F9,DEN,DAY,1930,1.00,0.00,0,1900-1959,13.00,1944,2400,5.00,2359,0005,6.00,0.00,0,2300-2359,0.00,0.00,149.00,154.00,136.00,1.00,1085.00,5,,,,,,DD,253081,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-13,US,LAS,BOS,1605,-1.00,0.00,-1,1600-1659,19.00,1623,2400,10.00,2358,0010,12.00,0.00,0,2300-2359,0.00,0.00,293.00,306.00,277.00,1.00,2381.00,10,,,,,,DD,254151,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-14,WN,LAX,HOU,1910,-2.00,0.00,-1,1900-1959,5.00,1913,2400,3.00,0010,0003,-7.00,0.00,-1,0001-0559,0.00,0.00,180.00,175.00,167.00,1.00,1390.00,6,,,,,,OT,257931,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-14,WN,MDW,PHL,2115,1.00,0.00,0,2100-2159,15.00,2131,2400,3.00,0005,0003,-2.00,0.00,-1,0001-0559,0.00,0.00,110.00,107.00,89.00,1.00,668.00,3,,,,,,OT,258419,2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-14,WN,MHT,MCO,2100,1.00,0.00,0,2100-2159,11.00,2112,2400,3.00,0015,0003,-12.00,0.00,-1,0001-0559,0.00,0.00,195.00,182.00,168.00,1.00,1142.00,5,,,,,,OT,258508,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-14,WN,OAK,MDW,1815,0.00,0.00,0,1800-1859,9.00,1824,2400,4.00,0010,0004,-6.00,0.00,-1,0001-0559,0.00,0.00,235.00,229.00,216.00,1.00,1844.00,8,,,,,,OT,258629,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-14,AA,SJU,BWI,2110,-11.00,0.00,-1,2100-2159,22.00,2121,2400,6.00,2355,0006,11.00,0.00,0,2300-2359,0.00,0.00,225.00,247.00,219.00,1.00,1565.00,7,,,,,,DD,269979,2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-14,AA,DFW,DCA,2045,-3.00,0.00,-1,2000-2059,13.00,2055,2400,3.00,0020,0003,-17.00,0.00,-2,0001-0559,0.00,0.00,155.00,141.00,125.00,1.00,1192.00,5,,,,,,OT,272091,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-15,AA,MIA,LGA,2110,-2.00,0.00,-1,2100-2159,29.00,2137,2400,3.00,2359,0003,4.00,0.00,0,2300-2359,0.00,0.00,169.00,175.00,143.00,1.00,1097.00,5,,,,,,OT,280454,2108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-15,B6,JFK,AUS,2045,-6.00,0.00,-1,2000-2059,27.00,2106,2400,2.00,2359,0002,3.00,0.00,0,2300-2359,0.00,0.00,254.00,263.00,234.00,1.00,1522.00,7,,,,,,OT,280896,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
